ref id,title,exact date,mint date,compressed,image,marketplace,available,burned,high res image,detail page,contract,series,category,chain,type,total qty,metadata,notes,exhibited,description
30,"If I Was Any Better, I'd Be Twins",1/14/2023,January 2023,https://i.seadn.io/gcs/files/3d6c7748ee748a74540223c2f1f17c2f.png?auto=format&dpr=1&w=640,,https://opensea.io/assets/ethereum/0xd410f741eb6f1f26796dc7629c2cf039ff975fdd/23,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1,1,arweave,,,
31,Hope,1/16/2023,January 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1Vd0I2N2Uyc3JtZnVSV3BWVmdrRWpRQ2VRN05aUUR2UXNQbXp3UHFRaWVUbQ==,https://ipfs.io/ipfs/QmUwB67e2srmfuRWpVVgkEjQCeQ7NZQDvQsPmzwPqQieTm,https://objkt.com/asset/KT1JW7AcGP76w1r7wnWGtA5HwWS7i4ugqGZr/5,,No,,,Rule of Four,Rule of Four SE,"conceptual, abstract",tezos,1 of 1 ,1,ipfs,,,
32,The Void,1/16/2023,January 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1TMjVkb0FUeXRMZDR4OXV6bWdWNzZrdjlYNTFFMVZEYkF3RkpHZU5FWldkZg==,https://ipfs.io/ipfs/QmS25doATytLd4x9uzmgV76kv9X51E1VDbAwFJGeNEZWdf,https://objkt.com/asset/KT1JW7AcGP76w1r7wnWGtA5HwWS7i4ugqGZr/6,,No,,,Rule of Four,Rule of Four SE,"conceptual, abstract",tezos,1 of 1 ,1,ipfs,,,
33,Desert Sunset,2/2/2023,February 2023,https://i.seadn.io/gcs/files/aea5d9abdc2122ed9f57b6f7c08efdf1.jpg?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0xd410f741eb6f1f26796dc7629c2cf039ff975fdd/24,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1,1,arweave,,,
34,Groundhog Day,2/2/2023,February 2023,https://i.seadn.io/gcs/files/851964bb94aada153398efb080590ef4.jpg?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0xd410f741eb6f1f26796dc7629c2cf039ff975fdd/25,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1,1,arweave,,,
35,Hagal,2/2/2023,February 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1kaHZrNlZiODVDTFY4Nm56RE45Tm9NVGFGQ3BibzR2TFB2dzNWdVhZSEY2dg==,https://ipfs.io/ipfs/Qmdhvk6Vb85CLV86nzDN9NoMTaFCpbo4vLPvw3VuXYHF6v,https://objkt.com/asset/KT1NdDTgWAWcXjdVaC21yqTaiAWXfAQb3c7D/1,,No,,,Experiments,Experiments,abstract,tezos,1 of 1 ,1,ipfs,,,
36,Eye in the Sky - BTC Edition,2/11/2023,February 2023,https://img-cdn.magiceden.dev/rs:fit:800:800:0:0/plain/https://arweave.net/uwa53YMWsBsGZzRy9_2qf2bxtxXNduJJpr35ATJYhic,https://ordinals.com/content/173d5e376acfffefae7d47a26b4b390cc37ed3cf8de79b879146ecc4f566e108i0,https://magiceden.io/ordinals/item-details/173d5e376acfffefae7d47a26b4b390cc37ed3cf8de79b879146ecc4f566e108i0,,No,,,TheBenMeadows Early Ordinals,,photography,bitcoin,1 of 1,1,on-chain,"BTC inscription 57,395 (sub 100k)",,
37,8-Bit Future,2/12/2023,February 2023,https://ord-mirror.magiceden.dev/content/7e032daad5e0ceb26a301e7e7a0a9c5ab4e4b17263b5da952fc9019a2ec59fd6i0,https://ordinals.com/content/7e032daad5e0ceb26a301e7e7a0a9c5ab4e4b17263b5da952fc9019a2ec59fd6i0,https://magiceden.io/ordinals/item-details/7e032daad5e0ceb26a301e7e7a0a9c5ab4e4b17263b5da952fc9019a2ec59fd6i0,,No,,,TheBenMeadows Early Ordinals,,ai-assisted,bitcoin,1 of 1,1,on-chain,"BTC inscription 65,064 (sub 100k)",,
38,Jellyfish,2/18/2023,February 2023,https://raw.githubusercontent.com/TheBenMeadows/HostedFiles/master/jellyfish_cover.png,https://ipfs.io/ipfs/QmUrJ96FBF54kWzM9i2aywZ2TDQY6K7wDwquUrVoTJQPYp,https://objkt.com/asset/KT1NdDTgWAWcXjdVaC21yqTaiAWXfAQb3c7D/2,,No,,,Experiments,Experiments,abstract,tezos,1 of 1 ,1,ipfs,,,
38,Saved by the Blockchain,2/23/2023,February 2023,https://ord-mirror.magiceden.dev/content/e7f1bb811d36e8ba6e089dc49eac9e03dd5a7817fe604d93e82538613974e9b5i0,https://ordinals.com/content/e7f1bb811d36e8ba6e089dc49eac9e03dd5a7817fe604d93e82538613974e9b5i0,https://magiceden.io/ordinals/item-details/e7f1bb811d36e8ba6e089dc49eac9e03dd5a7817fe604d93e82538613974e9b5i0,,No,,,TheBenMeadows Early Ordinals,,conceptual,bitcoin,1 of 1,1,on-chain,"BTC inscription 79,778 (sub 100k)",,
39,Eye in the Sky,2/18/2023,February 2023,https://i.seadn.io/gcs/files/2654cfe8cfde57a0e58228e99082b100.jpg?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0x93ad4670d8dd9fc3987eb296315827c3d138adea/2,,No,,,TheBenMeadows Photography,2 Decades & Counting,photography,ethereum,1 of 1,1,arweave,high resolution Ethereum version,,
40,Beneath the Surface,3/4/2023,March 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1kUnpZYTEyeUFUU3N1dzlCMm1qN1BlNE1LaFIxRGFjVnh6TjhkTE5WWWhnOA==,https://ipfs.io/ipfs/QmdRzYa12yATSsuw9B2mj7Pe4MKhR1DacVxzN8dLNVYhg8,https://objkt.com/asset/KT1NdDTgWAWcXjdVaC21yqTaiAWXfAQb3c7D/3,,No,,,Experiments,Experiments,abstract,tezos,1 of 1 ,1,ipfs,,,
41,Hit the Turbo Button,3/8/2023,March 2023,https://i.seadn.io/gcs/files/7441d54694f4349eb0aa8923a0a6af42.gif?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0xd410f741eb6f1f26796dc7629c2cf039ff975fdd/26,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1,1,arweave,,,
42,Onwards & Upwards #1-23,3/11/2023,March 2023,https://i.seadn.io/gcs/files/c5841411968bf787a11842350469e8fe.jpg?auto=format&dpr=1&w=750,,https://opensea.io/collection/tbm-for-inpeak,,No,,,Works Created for InPeak by TheBenMeadows,Goal Getters,ai-assisted,ethereum,1of1ofX,23,arweave,,,
43,EVMavericks Decal,3/15/2023,March 2023,https://i.seadn.io/gcs/files/3e7e331d9ec491d9f4e1cc4296b9faec.gif?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/3e7e331d9ec491d9f4e1cc4296b9faec.gif,https://opensea.io/assets/ethereum/0x1e16566c94ac5d224607c39ec748117f9fb0447a/10,,No,,,FakeRareDecal SZN1,,"ai-assisted,  collab",ethereum,Edition,68,arweave,FakeRareDecal collab with Doomfuzz,,
44,Eye in the Sky - Collab,3/16/2023,March 2023,https://i.seadn.io/gcs/files/44a3472e131eeaeace505196e7fa4947.jpg?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/44a3472e131eeaeace505196e7fa4947.jpg,https://opensea.io/assets/ethereum/0x9522cadd157f0e846cd8a852520a471b373aa541/5,,No,,,Monas - 1/1s - v2,,collab,ethereum,1 of 1,1,arweave,collaborative piece with the artist Monas,,
45,Broken Art,3/22/2023,March 2023,https://assets.raribleuserdata.com/prod/v1/image/t_gif_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1QR0xXWFJmWWZmVHFTQnBuUnFxZ3FxNkZZMjFueG1VMk5KOHFKa243Mm9EMg==,https://ipfs.io/ipfs/QmPGLWXRfYffTqSBpnRqqgqq6FY21nxmU2NJ8qJkn72oD2,https://objkt.com/asset/KT1NdDTgWAWcXjdVaC21yqTaiAWXfAQb3c7D/4,,No,,,Experiments,Experiments,abstract,tezos,1 of 1 ,1,ipfs,,,
46,Saturday Morning Cartoons,3/25/2023,March 2023,https://i.seadn.io/gcs/files/eae4ceb8831ad38a94e28f64d7e0916b.gif?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0xd410f741eb6f1f26796dc7629c2cf039ff975fdd/27,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1,1,arweave,,,
47,Hiding in Plain Sight,4/2/2023,April 2023,https://i.seadn.io/gcs/files/9892228424c42e1f86998992d70d886e.gif?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0xd410f741eb6f1f26796dc7629c2cf039ff975fdd/28,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1,1,arweave,,,
48,Around the World,4/15/2023,April 2023,https://i.seadn.io/gcs/files/5d9106352bcdd98be7518b17082b903a.gif?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/2,,No,,,TheBenMeadows Editions (ERC-1155),,ai-assisted,ethereum,Edition,21,arweave,commemorative release for BenDAO,,
49,One More Time,4/25/2023,April 2023,https://i.seadn.io/gcs/files/fd03f440ca14b0cc1741c44b36ca34d0.gif?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/fd03f440ca14b0cc1741c44b36ca34d0.gif,https://opensea.io/assets/ethereum/0x1e16566c94ac5d224607c39ec748117f9fb0447a/12,,No,,,FakeRareDecal SZN1,,ai-assisted,ethereum,Edition,21,arweave,released by FakeRareDecal,,
50,"In Case of Art, Break Glass",5/2/2023,May 2023,https://i.seadn.io/gcs/files/95064525cf1d3961878d475fc46bcae0.png?auto=format&dpr=1&w=512,,https://opensea.io/assets/ethereum/0xd410f741eb6f1f26796dc7629c2cf039ff975fdd/29,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1,1,arweave,,,
51,together,5/11/2023,May 2023,https://openseauserdata.com/files/0cef2834b445b10fd78feedeb0241f23.svg,https://storage.googleapis.com/nftimagebucket/tokens/0x11376b018c990a1066879275f8be50acef498dad/1.svg,https://opensea.io/assets/ethereum/0x11376b018c990a1066879275f8be50acef498dad/1,,No,,,TheBenMeadows On-Chain,,ai-assisted,ethereum,1 of 1,1,on-chain,my first on-chain nft,,
52,Neon Dreams,5/30/2023,May 2023,https://i.seadn.io/gcs/files/6e4a40c67c918d263edd02de5e0950e5.jpg?auto=format&dpr=1&w=512,https://dl.openseauserdata.com/cache/originImage/files/6e4a40c67c918d263edd02de5e0950e5.jpg,https://opensea.io/assets/ethereum/0x560bfa4bd5dea696ed1af3b9d4c3e6469903faaf/1,,No,,,"InPeak ""Neon Dreams""",,ai-assisted,ethereum,Edition,100,ipfs,Forever Supper collab with InPeak,,
53,Monoliths Lands,6/1/2023,June 2023,https://i.seadn.io/gcs/files/0d7c56b39c8bbdc22eee14d08c0e1768.png?auto=format&dpr=1&w=640,,https://opensea.io/collection/monoliths-lands?search[stringTraits][0][name]=Monoliths&search[stringTraits][0][values][0]=TheBenMeadows,,No,,,Monoliths Lands,,ai-assisted,ethereum,1of1ofX,5,ipfs,contributed special edition pieces,,
54,InPeak POAP,6/13/2023,June 2023,https://assets.poap.xyz/8b86a487-74e3-48f9-942e-470381b33c69.png,,https://poap.gallery/event/129521,,No,,,POAP,,ai-assisted,gnosis,Edition,6,poap,created for InPeak InSights Ep. 10,,
55,All-Seeing Eye,6/13/2023,June 2023,https://github.com/TheBenMeadows/HostedFiles/raw/master/all-seeing%20eye%20thumb.webp,https://ipfs.io/ipfs/QmQLVcXhstu33p3N7wtTPXwFTayQhSwgVzHoyyaPebk4WH,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/0,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
56,The Idea of a Tree,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1YVG1yZlZydERVOWNERHV3Z0JRWGZMQjFwR25ZMTR3ZzhGY2I1UHcxb3VEbw==,https://ipfs.io/ipfs/QmXTmrfVrtDU9cDDuwgBQXfLB1pGnY14wg8Fcb5Pw1ouDo,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/1,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
57,The Maw,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1UMTJnS05vM0hEMVhlQURoSmZybUJZOFFLOWpnNWhxc2dldGNTRERoekROUw==,https://ipfs.io/ipfs/QmT12gKNo3HD1XeADhJfrmBY8QK9jg5hqsgetcSDDhzDNS,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/2,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/2,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
58,Overhead,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1hbk1VNDk3NzJKaTZWTjRKNjRVUmVGTVBvUXM2aFB0R2sza3lvYkdpcTdIbg==,https://ipfs.io/ipfs/QmanMU49772Ji6VN4J64UReFMPoQs6hPtGk3kyobGiq7Hn,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/3,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/3,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
59,Forest Scene,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_gif_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1VSzZoeVhoZ0plVWVQb2FITEJVOUI4Snl6RmU5WTJhU1VHRXkxSlhqMWlBRQ==,https://ipfs.io/ipfs/QmUK6hyXhgJeUePoaHLBU9B8JyzFe9Y2aSUGEy1JXj1iAE,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/4,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
60,Neon Forest,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1UTDNRZmJkM1FldWRyZUNqMlZ3cmFIdEtvNTFHaGRkZHlucG9UanJpdlNwcA==,https://ipfs.io/ipfs/QmTL3Qfbd3QeudreCj2VwraHtKo51GhdddynpoTjrivSpp,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/5,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/5,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
61,Reflected Truth,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1icmszcVlKS0hHUUhIa3hHOE1pOHp4UFNDOVA5dkFLaGZVODdqclpKNjViNg==,,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/6,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
62,Patterns,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1VQTZkdHJKdjlZejl4aVMzNXk1YWp4QnMxMlZkR3VDazZLN1V5aVlaWktnYQ==,,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/7,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
63,Out of Balance,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1SOWg5NjZCUHJ4amhtUHhnWVRHOWM0WDg2UGE1MWNydG1VVVBmVHBTTG1SUA==,,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/8,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
64,Arrival,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1URm1ycmRXOXdkcUdUdFY4czJFQlhvY0JQRFRBUjh3U1pTZmhYWFZqeWUxcA==,,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/9,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
65,The Door,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1hSnZ3ZzkzcllZaGh6TVg4SGZ2RWpwV1IzMndCSERDUlR3U3ROa0dqTGlGaA==,https://ipfs.io/ipfs/QmaJvwg93rYYhhzMX8HfvEjpWR32wBHDCRTwStNkGjLiFh,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/10,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/10,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
66,Aftermath,6/13/2023,June 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1SOVBMZG5DOWhuYnVRZGlnaUQ0TmdnaldGV1JUelhpQ3pRU1U5ZUhMYWFpRw==,,https://objkt.com/asset/KT1KX7D4wJoxsswySZtsYBBSN7KvJgH2XWJt/11,,No,,,Fourist,Fourist,"conceptual, abstract",tezos,1 of 1,1,ipfs,,,
67,Are We There Yet?,6/20/2023,June 2023,https://i.seadn.io/gcs/files/723daf3b9fd4cf00a54bdeee14ad8ea7.jpg?auto=format&dpr=1&w=512,https://dl.openseauserdata.com/cache/originImage/files/723daf3b9fd4cf00a54bdeee14ad8ea7.jpg,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/4,,No,,,TheBenMeadows Editions (ERC-1155),,ai-assisted,ethereum,Edition,32,arweave,,,
68,Brave New World,6/27/2023,June 2023,https://i.seadn.io/gcs/files/c6980a8979bbb310401cbbdb69c399b6.gif?auto=format&dpr=1&w=512,https://dl.openseauserdata.com/cache/originImage/files/c6980a8979bbb310401cbbdb69c399b6.gif,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/3,,No,https://arweave.net/eIbNgZGP662YOsMDsXnuSDHoDRjJi69FJUTV9ANlxSI,,TheBenMeadows Editions (ERC-1155),,ai-assisted,ethereum,Edition,32,arweave,,,
69,future imperfect,7/15/2023,July 2023,https://openseauserdata.com/files/aa5a9c3a13556517f448b0d290293c32.svg,https://dl.openseauserdata.com/cache/originImage/files/aa5a9c3a13556517f448b0d290293c32.svg,https://opensea.io/assets/ethereum/0x7a92d5b26625b2722f27eb1fbf4ec9f3c4e08a6c/1,,No,,,TheBenMeadows On-Chain Editions,,ai-assisted,ethereum,Edition,32,on-chain,my first on-chain edition,,
70,Looking,7/19/2023,July 2023,https://i.seadn.io/gcs/files/89a0c3be8fda31c2c039273a7a9f1936.jpg?auto=format&dpr=1&w=512,https://arweave.net/l0sR4MC_4T6bH5L_u120I5uvY7SJJpivUb9afqAdV7M,https://opensea.io/assets/ethereum/0x93ad4670d8dd9fc3987eb296315827c3d138adea/3,,No,,,TheBenMeadows Photography,,photography,ethereum,1 of 1,1,arweave,,,
71,Neon Abstract,7/21/2023,July 2023,https://assets.raribleuserdata.com/prod/v1/image/t_image_preview/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1jdnFuOUpBYmhUQTJURGJaRVFoQXZGeEI1RXp0SHduRHF2OGdiSjM0WlZjdQ==,https://ipfs.io/ipfs/Qmcvqn9JAbhTA2TDbZEQhAvFxB5EztHwnDqv8gbJ34ZVcu,https://objkt.com/asset/KT1NdDTgWAWcXjdVaC21yqTaiAWXfAQb3c7D/5,,Yes,,,Experiments,Experiments,abstract,tezos,1 of 1 ,1,ipfs,burned September 2023,,
72,Green Glass,7/22/2023,July 2023,https://i.seadn.io/gcs/files/057dae56570afc5e9a45c27edce845a2.jpg?auto=format&dpr=1&w=512,https://dl.openseauserdata.com/cache/originImage/files/057dae56570afc5e9a45c27edce845a2.jpg,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/5,,No,,,TheBenMeadows Editions (ERC-1155),,photography,ethereum,Edition,12,arweave,,,
73,overhead,7/22/2023,July 2023,https://openseauserdata.com/files/0e5e83ef4d3cc14cd43370f3ff35defd.svg,https://storage.googleapis.com/nftimagebucket/tokens/0x11376b018c990a1066879275f8be50acef498dad/2.svg,https://opensea.io/assets/ethereum/0x11376b018c990a1066879275f8be50acef498dad/2,,No,,,TheBenMeadows On-Chain,,vector art,ethereum,1 of 1,1,on-chain,my third on-chain nft,,
74,Looking South,8/2/2023,August 2023,https://i.seadn.io/gcs/files/8e111592c439673a06f1ab07f6abefbd.jpg?auto=format&dpr=1&w=512,https://f8n-production-collection-assets.imgix.net/0x93ad4670D8Dd9FC3987EB296315827C3D138ADeA/4/nft.jpg?q=80&auto=format%2Ccompress&cs=srgb&w=3000&h=3000&fit=max,https://opensea.io/assets/ethereum/0x93ad4670d8dd9fc3987eb296315827c3d138adea/4,,No,,,TheBenMeadows Photography,2 Decades & Counting,photography,ethereum,1 of 1,1,arweave,,,
75,Where Are You Going?,8/9/2023,August 2023,https://i.seadn.io/gcs/files/2d7322baf6c8c0592b52db8ff446dc64.png?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/2d7322baf6c8c0592b52db8ff446dc64.png,https://opensea.io/assets/matic/0x5599802323c569bd8491dd95758d4ccc5cca1b4d/553,,No,,,MOCA Fundraiser 2023,,ai-assisted,polygon,1 of 1,1,ipfs,"part of MOCA's ""Fundraiser Collection""",,
76,It Goes On,8/15/2023,August 2023,https://i.seadn.io/gcs/files/479d4ce196fe8292e004156a14649d0e.jpg?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/479d4ce196fe8292e004156a14649d0e.jpg,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/6,,No,,,TheBenMeadows Editions (ERC-1155),2 Decades & Counting,photography,ethereum,Edition,6,arweave,,,
77,The Slow Decay of Excess,8/19/2023,August 2023,https://i.seadn.io/gcs/files/6fd3ca92a5a9167ec39c77acb104ac38.gif?auto=format&dpr=1&w=512,https://dl.openseauserdata.com/cache/originImage/files/6fd3ca92a5a9167ec39c77acb104ac38.gif,https://foundation.app/@thebenmeadows/thebenmeadows/30,https://foundation.app/@thebenmeadows/thebenmeadows/30,No,https://arweave.net/AyWs8aPUidZHJe2A1LyRdHW4Ds_2cZYv9NvdXRUIPq8,,TheBenMeadows (Acheiropoieta),,"ai-assisted, glitch",ethereum,1 of 1 ,1,arweave,,"Barcelona, Spain",
78,Look Up,8/19/2023,August 2023,https://openseauserdata.com/files/70f68d0466625278e973c38660b37913.svg,https://dl.openseauserdata.com/cache/originImage/files/70f68d0466625278e973c38660b37913.svg,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/7,,No,,,TheBenMeadows Editions (ERC-1155),,vector art,ethereum,Edition,6,arweave,,,
79,Brighter Days,8/25/2023,August 2023,https://i.seadn.io/gcs/files/a81c27306c775a4276824a34a6da992c.jpg?auto=format&dpr=1&w=512,https://dl.openseauserdata.com/cache/originImage/files/a81c27306c775a4276824a34a6da992c.jpg,https://foundation.app/@thebenmeadows/thebenmeadows/31,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1 ,1,arweave,,"Scottsdale, Arizona",
80,In Fields of Color,8/25/2023,August 2023,https://i.seadn.io/gcs/files/11ab32ce117b3451655f5110264fba7d.jpg?auto=format&dpr=1&w=512,https://dl.openseauserdata.com/cache/originImage/files/11ab32ce117b3451655f5110264fba7d.jpg,https://foundation.app/@thebenmeadows/thebenmeadows/32,,No,,,TheBenMeadows (Acheiropoieta),,ai-assisted,ethereum,1 of 1 ,1,arweave,,"Scottsdale, Arizona",
81,Where Are You Going?,8/30/2023,August 2023,https://i.seadn.io/gcs/files/9c2de2ba4300c2f18aab9daba724f778.jpg?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/9c2de2ba4300c2f18aab9daba724f778.jpg,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/8,,No,,,TheBenMeadows Editions (ERC-1155),,ai-assisted,ethereum,Edition,100,arweave,burn-to-redeem edition,,
82,Blue Tree,9/6/2023,September 2023,https://i.seadn.io/gcs/files/5bc69ce6b3a60f66e14846fbc6849719.jpg?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/5bc69ce6b3a60f66e14846fbc6849719.jpg,https://foundation.app/@thebenmeadows/tbmph/5,,No,,,TheBenMeadows Photography,2 Decades & Counting,photography,ethereum,1 of 1,1,arweave,,,
83,GM Freeman,9/8/2023,September 2023,https://img.qwellcode.de/8VDz_UeDtYJETk-YMrUE1VpRTKvNV4715KJ785-0v6o/rt:fill/w:440/h:440/g:ce/el:1/f:jpg/q:70/aHR0cHM6Ly9hcGkuemVyb29uZS5hcnQvdXBsb2Fkcy9RbV9VOXY1c3NoZHp2Y3lxb2tlM19US19abmdfRGl1X1NfWGh2dWN1X1NhX1gzenZfTHVnX0p4dV9lYjdkZGM2YTgyLnBuZw,,https://zeroone.art/artwork/gm-freeman-6728,,No,,,TheBenMeadows Experiments,,ai-assisted,avalanche,Edition,3,ipfs,,,
84,World Crab,9/8/2023,September 2023,https://pbs.twimg.com/media/F9vH-u7aIAAExYY?format=png&name=small,,https://gamma.io/ordinals/collections/tbmre,,No,,,TheBenMeadows Recursive Editions,,vector art,bitcoin,Edition,21,on-chain,recursive edition,,
85,Rouge Tree,9/10/2023,September 2023,https://i.seadn.io/gcs/files/f6c3569e7e0082acd8cfb65e379618c8.jpg?auto=format&dpr=1&w=640,https://dl.openseauserdata.com/cache/originImage/files/f6c3569e7e0082acd8cfb65e379618c8.jpg,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/9,,No,,,TheBenMeadows Editions (ERC-1155),,photography,ethereum,Edition,8,arweave,,,
86,Money Tree,9/10/2023,September 2023,https://i.seadn.io/gcs/files/1f96ee5fcf08705b7467d66c61e19906.jpg?auto=format&dpr=1&w=640,,https://opensea.io/assets/ethereum/0x34f7aa1a35d399751e05115a60b8d8a15dbb66fa/10,,No,,,TheBenMeadows Editions (ERC-1155),,photography,ethereum,Edition,8,arweave,,,
